zone,city_name,cldCvr,dewPt,feelsLike,heatIndex,mslPres,precip,precipProb,radSolar,relHum,sfcPres,snowfall,snowfallProb,spcHum,temp,timestamp,timestampInit,wetBulb,windChill,windDir,windDir100m,windDir80m,windSpd,windSpd100m,windSpd80m,fetched_at
Toronto,Toronto_downtown,100.0,13.19,24.75,24.75,1019.12,0.03,15.0,503.43,54.95,1006.45,0,0,9.58,23.14,2025-08-30T16:00:00-04:00,2025-08-20T18:00:00Z,17.26,23.14,200.53,217.21,217.05,13.67,17.67,17.23,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,14.13,23.82,23.82,1019.32,0.03,15.0,406.82,63.12,1006.59,0,0,10.11,21.43,2025-08-30T17:00:00-04:00,2025-08-20T18:00:00Z,16.97,21.43,216.4,230.6,230.85,13.99,19.47,19.12,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,14.44,22.64,22.64,1019.73,0.03,15.0,284.35,66.1,1006.98,0,0,10.31,21.04,2025-08-30T18:00:00-04:00,2025-08-20T18:00:00Z,16.98,21.04,230.37,238.64,238.78,13.37,20.92,20.48,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,14.76,21.45,21.45,1020.14,0.03,15.0,161.83,69.08,1007.38,0,0,10.5,20.65,2025-08-30T19:00:00-04:00,2025-08-20T18:00:00Z,17.01,20.65,244.8,245.55,245.56,13.58,22.74,22.21,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,15.07,20.26,20.26,1020.55,0.03,15.0,39.35,72.06,1007.77,0,0,10.7,20.26,2025-08-30T20:00:00-04:00,2025-08-20T18:00:00Z,17.03,20.26,257.86,251.33,251.32,14.6,24.86,24.21,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,15.22,19.9,19.9,1020.65,0.0,15.0,26.24,74.5,1007.85,0,0,10.8,19.9,2025-08-30T21:00:00-04:00,2025-08-20T18:00:00Z,16.98,19.9,255.68,251.82,251.83,13.61,23.67,22.98,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,100.0,15.37,19.54,19.54,1020.75,0.0,15.0,13.11,76.93,1007.94,0,0,10.9,19.54,2025-08-30T22:00:00-04:00,2025-08-20T18:00:00Z,16.92,19.54,253.26,252.36,252.41,12.67,22.51,21.76,2025-08-21 03:35:47.764919
Toronto,Toronto_downtown,98.16,14.35,18.02,18.02,1018.31,0.0,0.0,0.07,79.1,1005.57,0,0,10.21,18.02,2025-08-21T00:00:00-04:00,2025-08-20T18:00:00Z,15.77,18.02,43.39,52.73,52.34,16.45,29.24,28.35,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,94.49,14.21,17.54,17.54,1018.1,0.0,0.0,0.0,80.84,1005.36,0,0,10.12,17.54,2025-08-21T01:00:00-04:00,2025-08-20T18:00:00Z,15.5,17.54,43.41,53.54,53.06,15.5,28.17,27.34,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,69.66,14.11,17.02,17.02,1017.58,0.0,0.0,0.0,82.97,1004.85,0,0,10.05,17.02,2025-08-21T02:00:00-04:00,2025-08-20T18:00:00Z,15.24,17.02,44.15,54.47,53.88,14.46,26.38,25.6,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,51.36,14.07,16.67,16.67,1017.26,0.0,0.0,0.0,84.59,1004.56,0,0,10.02,16.67,2025-08-21T03:00:00-04:00,2025-08-20T18:00:00Z,15.08,16.67,42.19,54.39,53.57,14.54,26.09,25.26,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,46.75,14.01,16.47,16.47,1017.29,0.0,0.0,0.0,85.38,1004.58,0,0,9.99,16.47,2025-08-21T04:00:00-04:00,2025-08-20T18:00:00Z,14.97,16.47,44.22,56.98,56.25,14.38,25.69,24.84,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,53.69,13.85,16.29,16.29,1017.64,0.0,0.0,0.0,85.46,1004.93,0,0,9.88,16.29,2025-08-21T05:00:00-04:00,2025-08-20T18:00:00Z,14.81,16.29,37.07,50.32,49.57,15.95,27.92,27.03,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,69.36,13.38,15.99,15.99,1017.74,0.0,0.0,0.0,84.47,1004.97,0,0,9.58,15.99,2025-08-21T06:00:00-04:00,2025-08-20T18:00:00Z,14.42,15.99,39.91,49.55,48.72,14.88,27.0,26.12,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,66.97,13.17,15.97,15.97,1018.11,0.0,0.0,4.59,83.46,1005.35,0,0,9.45,15.97,2025-08-21T07:00:00-04:00,2025-08-20T18:00:00Z,14.3,15.97,42.43,50.79,49.92,14.27,25.88,25.05,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,46.24,13.2,16.62,16.62,1018.48,0.0,0.0,87.25,80.25,1005.76,0,0,9.47,16.62,2025-08-21T08:00:00-04:00,2025-08-20T18:00:00Z,14.58,16.62,47.14,55.11,54.49,15.63,26.77,26.2,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,37.97,13.57,17.73,17.73,1018.71,0.0,0.0,235.25,76.59,1006.03,0,0,9.71,17.73,2025-08-21T09:00:00-04:00,2025-08-20T18:00:00Z,15.22,17.73,50.64,56.86,56.47,16.49,26.5,25.99,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,55.47,13.74,19.11,19.11,1018.8,0.0,0.0,357.04,71.04,1006.1,0,0,9.83,19.11,2025-08-21T10:00:00-04:00,2025-08-20T18:00:00Z,15.86,19.11,54.08,54.97,54.76,17.21,27.8,27.27,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,66.43,13.78,20.49,20.49,1018.54,0.0,0.0,511.15,65.38,1005.83,0,0,9.88,20.49,2025-08-21T11:00:00-04:00,2025-08-20T18:00:00Z,16.42,20.49,66.36,60.59,60.67,16.89,26.71,26.21,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,24.14,13.84,24.51,24.51,1017.91,0.0,0.0,726.34,60.95,1005.23,0,0,9.94,21.7,2025-08-21T12:00:00-04:00,2025-08-20T18:00:00Z,16.93,21.7,86.33,76.42,76.65,17.21,24.77,24.38,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,5.74,14.1,24.61,24.61,1017.81,0.0,0.0,814.36,60.3,1005.22,0,0,10.12,22.15,2025-08-21T13:00:00-04:00,2025-08-20T18:00:00Z,17.23,22.15,91.19,83.46,83.85,16.43,22.3,22.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,17.01,14.11,24.74,24.74,1017.26,0.0,0.0,825.06,58.55,1004.66,0,0,10.14,22.64,2025-08-21T14:00:00-04:00,2025-08-20T18:00:00Z,17.42,22.64,99.32,91.94,92.59,15.45,20.26,20.02,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,8.06,14.11,24.84,24.84,1016.7,0.0,0.0,797.48,57.49,1004.1,0,0,10.15,22.94,2025-08-21T15:00:00-04:00,2025-08-20T18:00:00Z,17.54,22.94,106.92,99.89,100.54,13.39,17.28,17.15,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.14,24.94,24.94,1015.97,0.0,0.0,709.45,56.74,1003.32,0,0,10.17,23.19,2025-08-21T16:00:00-04:00,2025-08-20T18:00:00Z,17.65,23.19,118.93,110.77,111.47,11.45,14.62,14.55,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.25,24.9,24.9,1015.68,0.0,0.0,576.43,57.54,1003.05,0,0,10.25,23.08,2025-08-21T17:00:00-04:00,2025-08-20T18:00:00Z,17.66,23.08,130.98,122.94,123.43,9.5,12.03,12.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.31,24.74,24.74,1015.87,0.0,0.0,409.32,59.43,1003.23,0,0,10.29,22.61,2025-08-21T18:00:00-04:00,2025-08-20T18:00:00Z,17.51,22.61,135.94,131.77,132.18,6.89,9.3,9.29,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.35,24.58,24.58,1015.89,0.0,0.0,226.12,61.71,1003.22,0,0,10.29,22.03,2025-08-21T19:00:00-04:00,2025-08-20T18:00:00Z,17.3,22.03,168.82,162.27,162.36,4.1,5.47,5.51,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.63,20.78,20.78,1016.0,0.0,0.0,60.2,67.85,1003.31,0,0,10.46,20.78,2025-08-21T20:00:00-04:00,2025-08-20T18:00:00Z,16.97,20.78,210.34,204.53,204.92,4.85,6.4,6.34,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,14.44,20.23,20.23,1016.4,0.0,0.0,0.3,69.33,1003.66,0,0,10.33,20.23,2025-08-21T21:00:00-04:00,2025-08-20T18:00:00Z,16.66,20.23,259.94,267.41,269.95,4.23,5.11,5.19,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,1.52,14.5,19.9,19.9,1016.46,0.0,0.0,0.0,71.06,1003.8,0,0,10.36,19.9,2025-08-21T22:00:00-04:00,2025-08-20T18:00:00Z,16.57,19.9,319.85,320.14,319.47,5.69,8.35,8.12,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,15.81,14.54,19.79,19.79,1016.29,0.0,0.0,0.0,71.7,1003.54,0,0,10.38,19.79,2025-08-21T23:00:00-04:00,2025-08-20T18:00:00Z,16.55,19.79,311.01,331.17,329.49,6.8,11.77,11.43,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,70.5,14.57,19.99,19.99,1016.0,0.0,0.0,0.0,71.01,1003.25,0,0,10.41,19.99,2025-08-22T00:00:00-04:00,2025-08-20T18:00:00Z,16.64,19.99,311.17,329.71,327.11,8.06,12.84,12.41,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,96.49,14.13,19.94,19.94,1015.85,0.0,0.0,0.0,69.2,1003.05,0,0,10.13,19.94,2025-08-22T01:00:00-04:00,2025-08-20T18:00:00Z,16.39,19.94,313.63,325.89,323.46,7.81,13.76,13.36,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,81.07,13.79,19.04,19.04,1015.71,0.0,0.0,0.0,71.55,1002.91,0,0,9.89,19.04,2025-08-22T02:00:00-04:00,2025-08-20T18:00:00Z,15.85,19.04,318.84,332.69,330.13,7.72,13.61,13.17,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,10.11,13.77,18.45,18.45,1015.83,0.0,0.0,0.0,74.15,1003.04,0,0,9.88,18.45,2025-08-22T03:00:00-04:00,2025-08-20T18:00:00Z,15.61,18.45,324.88,335.11,333.26,8.68,14.95,14.66,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,13.82,18.32,18.32,1016.1,0.0,0.0,0.0,75.01,1003.31,0,0,9.9,18.32,2025-08-22T04:00:00-04:00,2025-08-20T18:00:00Z,15.58,18.32,325.86,334.61,333.43,8.68,15.19,14.89,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,58.26,13.78,18.01,18.01,1016.51,0.0,0.0,0.0,76.25,1003.7,0,0,9.86,18.01,2025-08-22T05:00:00-04:00,2025-08-20T18:00:00Z,15.44,18.01,323.87,331.61,330.88,7.62,12.73,12.61,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,38.86,13.66,17.82,17.82,1016.68,0.0,0.0,0.0,76.62,1003.86,0,0,9.79,17.82,2025-08-22T06:00:00-04:00,2025-08-20T18:00:00Z,15.3,17.82,324.71,326.44,326.02,5.62,8.21,8.24,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,6.0,13.63,17.85,17.85,1017.24,0.0,0.0,5.74,76.33,1004.44,0,0,9.76,17.85,2025-08-22T07:00:00-04:00,2025-08-20T18:00:00Z,15.3,17.85,316.94,315.15,315.27,5.26,7.46,7.48,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,1.72,13.75,19.13,19.13,1017.63,0.0,0.0,104.66,71.03,1004.85,0,0,9.85,19.13,2025-08-22T08:00:00-04:00,2025-08-20T18:00:00Z,15.87,19.13,288.66,284.13,284.81,4.9,6.7,6.61,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,13.51,20.91,20.91,1017.54,0.0,0.0,277.49,62.58,1004.77,0,0,9.73,20.91,2025-08-22T09:00:00-04:00,2025-08-20T18:00:00Z,16.45,20.91,274.83,271.22,271.28,5.92,7.91,7.81,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,1.05,13.18,24.74,24.74,1017.07,0.0,0.0,454.87,54.65,1004.31,0,0,9.56,22.78,2025-08-22T10:00:00-04:00,2025-08-20T18:00:00Z,17.03,22.78,251.78,255.65,255.16,6.67,9.29,9.15,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,6.0,13.01,25.42,25.42,1016.67,0.0,0.0,612.5,48.72,1003.93,0,0,9.48,24.5,2025-08-22T11:00:00-04:00,2025-08-20T18:00:00Z,17.64,24.5,240.34,254.94,252.54,7.06,9.56,9.45,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,5.26,13.05,26.44,26.44,1016.23,0.0,0.0,732.67,44.09,1003.49,0,0,9.54,26.22,2025-08-22T12:00:00-04:00,2025-08-20T18:00:00Z,18.36,26.22,239.9,259.51,257.63,6.69,9.34,9.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,5.23,13.33,27.54,27.54,1015.85,0.0,0.0,805.08,41.54,1003.1,0,0,9.74,27.54,2025-08-22T13:00:00-04:00,2025-08-20T18:00:00Z,19.0,27.54,224.18,253.59,249.36,6.38,8.09,7.69,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,3.84,13.62,28.18,28.18,1015.47,0.0,0.0,822.93,40.8,1002.73,0,0,9.95,28.18,2025-08-22T14:00:00-04:00,2025-08-20T18:00:00Z,19.37,28.18,197.38,236.35,229.66,7.69,6.97,6.91,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,10.04,14.24,28.33,28.33,1014.98,0.0,0.0,783.12,42.26,1002.3,0,0,10.37,28.28,2025-08-22T15:00:00-04:00,2025-08-20T18:00:00Z,19.67,28.28,182.04,210.08,206.41,11.61,8.82,8.99,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,22.43,14.49,27.95,27.95,1014.46,0.0,0.0,693.46,44.18,1001.97,0,0,10.52,27.81,2025-08-22T16:00:00-04:00,2025-08-20T18:00:00Z,19.6,27.81,181.71,209.4,206.03,11.96,10.8,10.77,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,21.11,14.42,27.84,27.84,1014.1,0.0,0.0,542.73,44.26,1001.66,0,0,10.49,27.71,2025-08-22T17:00:00-04:00,2025-08-20T18:00:00Z,19.53,27.71,181.69,207.3,204.21,10.84,11.52,11.41,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,57.64,14.69,27.59,27.59,1013.97,0.0,0.0,376.41,46.0,1001.52,0,0,10.65,27.34,2025-08-22T18:00:00-04:00,2025-08-20T18:00:00Z,19.5,27.34,179.8,209.77,206.81,9.86,11.33,11.19,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,16.07,15.81,26.94,26.94,1013.96,0.0,0.0,217.09,52.78,1001.44,0,0,11.41,26.21,2025-08-22T19:00:00-04:00,2025-08-20T18:00:00Z,19.61,26.21,175.04,207.4,204.3,8.54,11.42,11.21,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,28.5,16.52,25.84,25.84,1014.16,0.0,0.0,52.55,61.06,1001.56,0,0,11.89,24.52,2025-08-22T20:00:00-04:00,2025-08-20T18:00:00Z,19.37,24.52,183.63,214.87,212.42,7.39,15.52,14.95,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,33.83,15.62,25.5,25.5,1014.54,0.0,0.0,0.17,59.01,1001.88,0,0,11.22,24.12,2025-08-22T21:00:00-04:00,2025-08-20T18:00:00Z,18.75,24.12,208.72,221.08,219.8,13.35,18.34,17.43,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,15.02,25.18,25.18,1014.44,0.0,0.0,0.0,58.57,1001.75,0,0,10.8,23.61,2025-08-22T22:00:00-04:00,2025-08-20T18:00:00Z,18.25,23.61,230.53,240.0,239.38,12.57,17.74,16.72,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,20.73,14.53,24.91,24.91,1013.96,0.0,0.0,0.0,58.71,1001.28,0,0,10.46,23.04,2025-08-22T23:00:00-04:00,2025-08-20T18:00:00Z,17.78,23.04,243.59,244.25,243.85,12.06,20.11,18.92,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,7.04,14.06,24.67,24.67,1013.78,0.0,0.0,0.07,59.19,1001.06,0,0,10.14,22.41,2025-08-23T00:00:00-04:00,2025-08-20T18:00:00Z,17.31,22.41,248.67,250.5,250.9,9.98,20.52,19.19,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,21.45,13.83,24.54,24.54,1013.67,0.0,0.0,0.0,60.25,1000.93,0,0,9.98,21.88,2025-08-23T01:00:00-04:00,2025-08-20T18:00:00Z,16.98,21.88,250.2,248.8,250.11,7.56,17.09,16.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,22.51,13.73,24.47,24.47,1013.64,0.0,0.0,0.0,61.52,1000.9,0,0,9.91,21.42,2025-08-23T02:00:00-04:00,2025-08-20T18:00:00Z,16.75,21.42,251.82,249.94,250.75,7.49,16.16,15.29,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,13.6,24.46,24.46,1013.55,0.0,0.0,0.0,61.59,1000.82,0,0,9.83,21.27,2025-08-23T03:00:00-04:00,2025-08-20T18:00:00Z,16.63,21.27,257.78,251.97,252.46,6.73,15.07,14.07,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,13.22,21.61,21.61,1013.51,0.0,0.0,0.0,61.2,1000.81,0,0,9.58,20.97,2025-08-23T04:00:00-04:00,2025-08-20T18:00:00Z,16.32,20.97,267.32,255.23,255.47,6.39,14.83,13.69,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,97.68,12.64,20.49,20.49,1013.42,0.0,0.0,0.0,60.7,1000.71,0,0,9.23,20.49,2025-08-23T05:00:00-04:00,2025-08-20T18:00:00Z,15.84,20.49,247.08,249.16,249.11,5.83,14.56,13.26,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,14.32,12.61,20.03,20.03,1013.37,0.0,0.0,0.0,62.32,1000.69,0,0,9.2,20.03,2025-08-23T06:00:00-04:00,2025-08-20T18:00:00Z,15.64,20.03,232.03,237.23,236.51,7.81,17.11,15.73,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,12.85,20.04,20.04,1013.54,0.0,0.0,5.19,63.3,1000.84,0,0,9.35,20.04,2025-08-23T07:00:00-04:00,2025-08-20T18:00:00Z,15.76,20.04,245.42,240.53,240.1,7.17,17.49,15.92,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,13.29,20.83,20.83,1013.43,0.0,0.0,78.19,62.02,1000.74,0,0,9.63,20.83,2025-08-23T08:00:00-04:00,2025-08-20T18:00:00Z,16.3,20.83,237.85,236.36,235.89,8.43,17.41,15.91,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,12.92,24.57,24.57,1013.39,0.0,0.0,204.78,55.66,1000.73,0,0,9.42,22.19,2025-08-23T09:00:00-04:00,2025-08-20T18:00:00Z,16.67,22.19,225.64,227.66,227.59,10.8,17.86,17.45,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,12.72,24.85,24.85,1013.22,0.0,0.0,289.05,51.51,1000.56,0,0,9.31,23.25,2025-08-23T10:00:00-04:00,2025-08-20T18:00:00Z,17.0,23.25,220.01,224.75,224.46,10.85,17.32,16.89,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,13.2,25.37,25.37,1012.66,0.0,0.0,395.45,49.75,1000.07,0,0,9.63,24.36,2025-08-23T11:00:00-04:00,2025-08-20T18:00:00Z,17.66,24.36,207.54,216.17,215.6,10.82,16.2,15.66,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,14.31,25.8,25.8,1012.23,0.0,5.0,396.58,51.77,999.62,0,0,10.36,24.89,2025-08-23T12:00:00-04:00,2025-08-20T18:00:00Z,18.38,24.89,217.85,219.09,218.81,10.34,15.52,14.79,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,14.76,27.3,27.3,1011.52,0.0,5.0,613.19,47.16,998.94,0,0,10.71,26.96,2025-08-23T13:00:00-04:00,2025-08-20T18:00:00Z,19.37,26.96,207.06,212.39,211.49,9.74,14.97,14.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,14.94,27.97,27.97,1010.66,0.0,5.0,682.8,45.6,998.16,0,0,10.87,27.74,2025-08-23T14:00:00-04:00,2025-08-20T18:00:00Z,19.76,27.74,164.71,186.57,184.18,12.45,20.62,19.42,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,95.83,15.79,28.64,28.64,1010.16,0.0,19.21,746.42,46.74,997.65,0,0,11.5,28.26,2025-08-23T15:00:00-04:00,2025-08-20T18:00:00Z,20.34,28.26,158.74,183.58,182.04,16.73,27.04,26.16,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,15.25,29.3,29.3,1009.45,0.0,19.21,645.33,42.85,996.93,0,0,11.14,29.16,2025-08-23T16:00:00-04:00,2025-08-20T18:00:00Z,20.42,29.16,171.82,191.56,190.3,19.71,30.17,29.16,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,15.49,29.18,29.18,1008.76,0.0,19.21,535.33,44.07,996.28,0,0,11.31,28.95,2025-08-23T17:00:00-04:00,2025-08-20T18:00:00Z,20.45,28.95,182.58,195.55,194.54,23.39,35.67,34.6,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,96.85,15.71,28.6,28.6,1007.75,0.0,25.0,363.48,46.53,995.2,0,0,11.46,28.25,2025-08-23T18:00:00-04:00,2025-08-20T18:00:00Z,20.29,28.25,183.95,192.62,191.78,23.18,38.45,37.08,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,96.19,15.54,27.77,27.77,1007.43,0.0,25.0,185.67,48.56,994.89,0,0,11.32,27.33,2025-08-23T19:00:00-04:00,2025-08-20T18:00:00Z,19.87,27.33,194.55,200.38,199.79,22.68,41.42,39.59,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,14.68,26.89,26.89,1007.69,0.0,25.0,38.19,48.41,995.14,0,0,10.7,26.44,2025-08-23T20:00:00-04:00,2025-08-20T18:00:00Z,19.14,26.44,213.45,216.34,215.71,20.33,39.11,37.2,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,16.45,25.6,25.6,1007.8,0.03,50.0,0.07,62.06,995.22,0,0,11.9,24.16,2025-08-23T21:00:00-04:00,2025-08-20T18:00:00Z,19.19,24.16,226.3,225.19,224.23,12.98,31.01,28.84,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,17.65,24.9,24.9,1008.44,0.03,50.0,0.0,72.73,995.88,0,0,12.8,22.8,2025-08-23T22:00:00-04:00,2025-08-20T18:00:00Z,19.41,22.8,261.48,249.12,249.07,12.99,27.24,25.38,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,18.46,24.38,24.38,1008.42,0.03,50.0,0.0,82.18,995.82,0,0,13.43,21.63,2025-08-23T23:00:00-04:00,2025-08-20T18:00:00Z,19.51,21.63,265.45,262.55,262.43,9.74,22.47,20.53,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,18.45,24.39,24.39,1008.17,0.0,40.79,0.0,81.92,995.58,0,0,13.43,21.67,2025-08-24T00:00:00-04:00,2025-08-20T18:00:00Z,19.51,21.67,263.34,263.25,262.43,10.35,21.29,19.81,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,18.32,24.34,24.34,1007.99,0.0,40.79,0.0,82.15,995.48,0,0,13.32,21.5,2025-08-24T01:00:00-04:00,2025-08-20T18:00:00Z,19.38,21.5,247.54,252.8,250.89,6.07,13.76,12.65,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,18.83,20.29,20.29,1008.24,0.18,40.79,0.0,91.29,995.62,0,0,13.71,20.29,2025-08-24T02:00:00-04:00,2025-08-20T18:00:00Z,19.3,20.29,217.03,230.98,230.1,13.93,21.26,19.92,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,19.12,20.26,20.26,1007.51,0.12,25.0,0.0,93.17,994.91,0,0,13.98,20.26,2025-08-24T03:00:00-04:00,2025-08-20T18:00:00Z,19.49,20.26,218.55,218.39,216.11,5.08,10.33,9.64,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,19.02,20.27,20.27,1007.93,0.0,25.0,0.0,92.54,995.32,0,0,13.88,20.27,2025-08-24T04:00:00-04:00,2025-08-20T18:00:00Z,19.43,20.27,191.42,193.82,191.8,8.74,13.35,12.95,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,19.05,20.5,20.5,1007.95,0.0,25.0,0.0,91.39,995.26,0,0,13.92,20.5,2025-08-24T05:00:00-04:00,2025-08-20T18:00:00Z,19.52,20.5,204.56,210.85,210.65,9.23,13.89,13.52,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,100.0,18.81,19.89,19.89,1008.02,0.0,20.0,0.0,93.49,995.29,0,0,13.69,19.89,2025-08-24T06:00:00-04:00,2025-08-20T18:00:00Z,19.16,19.89,260.11,258.57,258.87,6.52,11.03,10.79,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,1.29,18.32,19.3,19.3,1008.37,0.01,20.0,4.53,94.09,995.69,0,0,13.27,19.3,2025-08-24T07:00:00-04:00,2025-08-20T18:00:00Z,18.65,19.3,311.61,316.82,314.62,9.6,15.59,15.0,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,9.41,17.17,19.37,19.37,1008.83,0.0,20.0,96.58,87.09,996.13,0,0,12.35,19.37,2025-08-24T08:00:00-04:00,2025-08-20T18:00:00Z,17.93,19.37,337.87,335.52,334.61,11.06,18.07,17.35,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,15.81,20.54,20.54,1009.11,0.0,15.0,273.59,74.28,996.41,0,0,11.36,20.54,2025-08-24T09:00:00-04:00,2025-08-20T18:00:00Z,17.54,20.54,336.59,338.42,338.24,10.08,15.49,15.23,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,13.84,24.69,24.69,1009.34,0.0,15.0,458.8,57.95,996.65,0,0,10.05,22.52,2025-08-24T10:00:00-04:00,2025-08-20T18:00:00Z,17.23,22.52,321.6,324.55,324.59,8.39,12.86,12.59,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,12.54,25.26,25.26,1009.29,0.0,15.0,620.05,47.84,996.57,0,0,9.26,24.29,2025-08-24T11:00:00-04:00,2025-08-20T18:00:00Z,17.34,24.29,289.96,299.66,299.53,6.35,9.72,9.46,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.0,12.23,25.73,25.73,1009.2,0.0,15.0,741.6,44.19,996.49,0,0,9.1,25.29,2025-08-24T12:00:00-04:00,2025-08-20T18:00:00Z,17.62,25.29,237.43,255.55,254.19,7.48,9.38,9.17,2025-08-21 04:15:30.995243
Toronto,Toronto_downtown,0.74,12.39,26.08,26.08,1008.7,0.0,15.0,813.14,43.19,996.07,0,0,9.2,25.85,2025-08-24T13:00:00-04:00,2025-08-20T18:00:00Z,17.91,25.85,194.78,220.47,218.85,11.62,11.38,11.2,2025-08-21 04:15:30.995243
